287.2,336,359.5,382.9,449.75
300.95,335.5,351.5,385,434.5
325.75,363.25,390.5,417,471
307.75,341.25,367,404,462.35
319,345.5,375,406.5,522.1
338.4,376.45,402,435.25,513.4
317.5,359,394.75,438.3,548.55
315.5,343.5,375,409.5,481.6
329.25,367,375.5,419.3,503.3
