289,312.25,331.75,355.5,430.25
291.95,332,351.5,367.5,422.55
353.8,367.5,390.5,406.5,454.3
281.5,316.75,351.75,406.25,484.5
304.5,339.75,367,398.5,480.5
332.25,363.25,390.5,430.25,483.6
287.4,320.5,351.5,365.9,410.8
310.7,341.25,359.5,385.25,425.8
334.1,367,398,437.5,469.1
