322.45,353,371.25,397,442.35
320.15,358.25,375,390.55,440.35
351.35,374.25,410.25,430,536
314.5,359.4,391,422,472.3
340.5,366.25,383,408.05,469.6
362.7,390.2,421,461,517.3
327.75,363.25,375,410,488.25
335.75,352,371.25,403,466.25
359.5,384.6,422,443.9,509.3
