0.92857,1,0.875,1,0.9
0.75,0.91667,0.86111,0.83333,1
0.32143,0.71667,0.66667,0.875,1
1,1,0.85714,0.9,1
0.875,0.9,0.68571,1,1
0.16667,0.5,0.63333,0.91667,1
0.89583,0.42857,0.91667,1,0.91667
0.88889,0.83333,0.82857,1,1
0.16667,0.875,0.68571,0.875,1
