1,1,0.92857,1,0.83333
1,1,0.91667,0.94444,0.91667
0.85714,0.9,0.83333,0.92857,1
1,1,1,0.92857,1
0.84524,1,1,0.91667,1
0.84524,0.91667,0.9,0.85714,1
1,1,1,0.91667,1
0.9375,0.875,0.9375,0.875,1
0.69048,0.9375,0.85714,0.85714,0.91667
