101,2,1,500,100,1500,1000,1,1,1000,0,0
8,1,-90,500,200,1500,1000,1,1,1000,1,750
3,2,0,500,200,1500,1000,1,1,1000,1,687
4,5,90,500,200,1500,1000,1,3,1000,3,860
11,4,-90,500,200,1500,1000,1,3,1000,3,734
1,2,90,500,200,1500,1000,1,1,1000,1,656
6,5,0,500,200,1500,1000,1,3,1000,3,563
9,1,0,500,200,1500,1000,1,1,1000,1,672
8,1,-90,500,200,1500,1000,1,1,1000,1,500
1,2,90,500,200,1500,1000,1,1,1000,1,468
4,5,90,500,200,1500,1000,1,3,1000,3,547
16,6,90,500,200,1500,1000,1,3,1000,3,469
9,1,0,500,200,1500,1000,1,1,1000,1,469
15,3,0,500,200,1500,1000,1,1,1000,1,531
15,3,0,500,200,1500,1000,1,1,1000,1,516
17,6,-90,500,200,1500,1000,1,3,1000,3,484
7,1,90,500,200,1500,1000,1,1,1000,1,500
9,1,0,500,200,1500,1000,1,1,1000,1,438
13,3,90,500,200,1500,1000,1,1,1000,1,546
12,4,0,500,200,1500,1000,1,3,1000,3,516
2,2,-90,500,200,1500,1000,1,1,1000,1,531
12,4,0,500,200,1500,1000,1,3,1000,3,453
5,5,-90,500,200,1500,1000,1,3,1000,3,579
10,4,90,500,200,1500,1000,1,3,1000,3,515
3,2,0,500,200,1500,1000,1,1,1000,1,500
8,1,-90,500,200,1500,1000,1,1,1000,1,516
10,4,90,500,200,1500,1000,1,3,1000,3,469
6,5,0,500,200,1500,1000,1,3,1000,3,563
12,4,0,500,200,1500,1000,1,3,1000,3,500
8,1,-90,500,200,1500,1000,1,1,1000,1,453
13,3,90,500,200,1500,1000,1,1,1000,1,515
7,1,90,500,200,1500,1000,1,1,1000,1,454
12,4,0,500,200,1500,1000,1,3,1000,3,421
5,5,-90,500,200,1500,1000,1,3,1000,3,469
14,3,-90,500,200,1500,1000,1,1,1000,1,469
14,3,-90,500,200,1500,1000,1,1,1000,1,406
13,3,90,500,200,1500,1000,1,1,1000,1,453
18,6,0,500,200,1500,1000,1,3,1000,3,360
11,4,-90,500,200,1500,1000,1,3,1000,3,640
17,6,-90,500,200,1500,1000,1,3,1000,3,407
15,3,0,500,200,1500,1000,1,1,1000,1,468
5,5,-90,500,200,1500,1000,1,3,1000,3,438
7,1,90,500,200,1500,1000,1,1,1000,1,390
15,3,0,500,200,1500,1000,1,1,1000,1,500
13,3,90,500,200,1500,1000,1,1,1000,1,438
16,6,90,500,200,1500,1000,1,3,1000,3,406
6,5,0,500,200,1500,1000,1,3,1000,3,516
18,6,0,500,200,1500,1000,1,3,1000,3,390
18,6,0,500,200,1500,1000,1,3,1000,3,391
2,2,-90,500,200,1500,1000,1,1,1000,1,453
17,6,-90,500,200,1500,1000,1,3,1000,3,406
16,6,90,500,200,1500,1000,1,3,1000,3,454
6,5,0,500,200,1500,1000,1,3,1000,3,453
7,1,90,500,200,1500,1000,1,1,1000,1,390
4,5,90,500,200,1500,1000,1,3,1000,3,375
1,2,90,500,200,1500,1000,1,1,1000,1,469
15,3,0,500,200,1500,1000,1,1,1000,1,516
4,5,90,500,200,1500,1000,1,3,1000,3,468
3,2,0,500,200,1500,1000,1,1,1000,1,469
9,1,0,500,200,1500,1000,1,1,1000,1,422
16,6,90,500,200,1500,1000,1,3,1000,3,406
3,2,0,500,200,1500,1000,1,1,1000,1,532
17,6,-90,500,200,1500,1000,1,3,1000,3,421
17,6,-90,500,200,1500,1000,1,3,1000,3,375
11,4,-90,500,200,1500,1000,1,3,1000,3,422
10,4,90,500,200,1500,1000,1,3,1000,3,391
6,5,0,500,200,1500,1000,1,3,1000,3,406
10,4,90,500,200,1500,1000,1,3,1000,3,422
18,6,0,500,200,1500,1000,1,3,1000,3,343
5,5,-90,500,200,1500,1000,1,3,1000,3,391
4,5,90,500,200,1500,1000,1,3,1000,3,391
7,1,90,500,200,1500,1000,1,1,1000,1,390
11,4,-90,500,200,1500,1000,1,3,1000,3,438
1,2,90,500,200,1500,1000,1,1,1000,1,375
11,4,-90,500,200,1500,1000,1,3,1000,3,453
2,2,-90,500,200,1500,1000,1,1,1000,1,406
13,3,90,500,200,1500,1000,1,1,1000,1,500
5,5,-90,500,200,1500,1000,1,3,1000,3,422
16,6,90,500,200,1500,1000,1,3,1000,3,375
10,4,90,500,200,1500,1000,1,3,1000,3,359
2,2,-90,500,200,1500,1000,1,1,1000,1,344
1,2,90,500,200,1500,1000,1,1,1000,1,453
14,3,-90,500,200,1500,1000,1,1,1000,1,391
3,2,0,500,200,1500,1000,1,1,1000,1,468
14,3,-90,500,200,1500,1000,1,1,1000,1,391
12,4,0,500,200,1500,1000,1,3,1000,3,391
8,1,-90,500,200,1500,1000,1,1,1000,1,515
9,1,0,500,200,1500,1000,1,1,1000,1,453
18,6,0,500,200,1500,1000,1,3,1000,3,391
14,3,-90,500,200,1500,1000,1,1,1000,1,391
2,2,-90,500,200,1500,1000,1,1,1000,1,312
101,2,1,500,100,1500,1000,1,1,1000,0,0
15,3,0,500,200,1500,1000,1,1,1000,1,500
12,4,0,500,200,1500,1000,1,3,1000,3,469
5,5,-90,500,200,1500,1000,1,3,1000,3,484
10,4,90,500,200,1500,1000,1,3,1000,3,407
6,5,0,500,200,1500,1000,1,3,1000,3,375
12,4,0,500,200,1500,1000,1,3,1000,3,390
1,2,90,500,200,1500,1000,1,1,1000,1,391
9,1,0,500,200,1500,1000,1,1,1000,1,422
11,4,-90,500,200,1500,1000,1,3,1000,3,422
16,6,90,500,200,1500,1000,1,3,1000,3,375
2,2,-90,500,200,1500,1000,1,1,1000,1,407
