101,2,1,500,100,1500,1000,1,1,1000,0,0
16,6,1,500,300,1500,1000,1,3,1000,3,453
17,6,4,500,300,1500,1000,1,3,1000,3,344
6,5,5,500,300,1500,1000,1,3,1000,3,438
18,6,5,500,300,1500,1000,1,3,1000,3,343
4,5,1,500,300,1500,1000,1,3,1000,3,250
2,2,4,500,300,1500,1000,1,1,1000,3,219
14,3,4,500,300,1500,1000,1,1,1000,3,297
12,4,5,500,300,1500,1000,1,3,1000,3,422
18,6,5,500,300,1500,1000,1,3,1000,3,281
18,6,5,500,300,1500,1000,1,3,1000,3,297
9,1,5,500,300,1500,1000,1,1,1000,1,281
5,5,4,500,300,1500,1000,1,3,1000,3,313
15,3,5,500,300,1500,1000,1,1,1000,3,297
9,1,5,500,300,1500,1000,1,1,1000,1,250
8,1,4,500,300,1500,1000,1,1,1000,1,312
11,4,4,500,300,1500,1000,1,3,1000,3,328
12,4,5,500,300,1500,1000,1,3,1000,3,407
1,2,1,500,300,1500,1000,1,1,1000,3,375
6,5,5,500,300,1500,1000,1,3,1000,1,375
5,5,4,500,300,1500,1000,1,3,1000,3,296
14,3,4,500,300,1500,1000,1,1,1000,1,344
9,1,5,500,300,1500,1000,1,1,1000,1,485
5,5,4,500,300,1500,1000,1,3,1000,3,328
3,2,5,500,300,1500,1000,1,1,1000,1,453
11,4,4,500,300,1500,1000,1,3,1000,3,453
16,6,1,500,300,1500,1000,1,3,1000,3,266
14,3,4,500,300,1500,1000,1,1,1000,1,468
1,2,1,500,300,1500,1000,1,1,1000,1,485
8,1,4,500,300,1500,1000,1,1,1000,1,312
7,1,1,500,300,1500,1000,1,1,1000,1,297
12,4,5,500,300,1500,1000,1,3,1000,3,469
7,1,1,500,300,1500,1000,1,1,1000,1,328
3,2,5,500,300,1500,1000,1,1,1000,1,531
17,6,4,500,300,1500,1000,1,3,1000,3,344
14,3,4,500,300,1500,1000,1,1,1000,1,484
7,1,1,500,300,1500,1000,1,1,1000,1,375
6,5,5,500,300,1500,1000,1,3,1000,3,297
13,3,1,500,300,1500,1000,1,1,1000,1,297
4,5,1,500,300,1500,1000,1,3,1000,3,375
5,5,4,500,300,1500,1000,1,3,1000,3,375
16,6,1,500,300,1500,1000,1,3,1000,3,281
4,5,1,500,300,1500,1000,1,3,1000,3,282
13,3,1,500,300,1500,1000,1,1,1000,3,312
12,4,5,500,300,1500,1000,1,3,1000,3,453
15,3,5,500,300,1500,1000,1,1,1000,1,391
1,2,1,500,300,1500,1000,1,1,1000,1,344
3,2,5,500,300,1500,1000,1,1,1000,1,281
7,1,1,500,300,1500,1000,1,1,1000,1,328
17,6,4,500,300,1500,1000,1,3,1000,3,359
11,4,4,500,300,1500,1000,1,3,1000,1,282
3,2,5,500,300,1500,1000,1,1,1000,1,359
5,5,4,500,300,1500,1000,1,3,1000,3,375
7,1,1,500,300,1500,1000,1,1,1000,1,297
15,3,5,500,300,1500,1000,1,1,1000,3,359
2,2,4,500,300,1500,1000,1,1,1000,1,328
8,1,4,500,300,1500,1000,1,1,1000,1,297
3,2,5,500,300,1500,1000,1,1,1000,1,422
9,1,5,500,300,1500,1000,1,1,1000,1,313
4,5,1,500,300,1500,1000,1,3,1000,3,406
13,3,1,500,300,1500,1000,1,1,1000,3,312
1,2,1,500,300,1500,1000,1,1,1000,1,328
2,2,4,500,300,1500,1000,1,1,1000,1,313
9,1,5,500,300,1500,1000,1,1,1000,1,312
6,5,5,500,300,1500,1000,1,3,1000,3,407
16,6,1,500,300,1500,1000,1,3,1000,3,422
4,5,1,500,300,1500,1000,1,3,1000,3,375
15,3,5,500,300,1500,1000,1,1,1000,1,421
13,3,1,500,300,1500,1000,1,1,1000,3,297
15,3,5,500,300,1500,1000,1,1,1000,1,422
18,6,5,500,300,1500,1000,1,3,1000,3,500
2,2,4,500,300,1500,1000,1,1,1000,1,281
13,3,1,500,300,1500,1000,1,1,1000,1,547
10,4,1,500,300,1500,1000,1,3,1000,1,375
17,6,4,500,300,1500,1000,1,3,1000,3,313
10,4,1,500,300,1500,1000,1,3,1000,1,281
14,3,4,500,300,1500,1000,1,1,1000,3,500
6,5,5,500,300,1500,1000,1,3,1000,3,391
10,4,1,500,300,1500,1000,1,3,1000,3,375
8,1,4,500,300,1500,1000,1,1,1000,1,406
11,4,4,500,300,1500,1000,1,3,1000,3,469
10,4,1,500,300,1500,1000,1,3,1000,3,375
10,4,1,500,300,1500,1000,1,3,1000,3,468
11,4,4,500,300,1500,1000,1,3,1000,3,422
17,6,4,500,300,1500,1000,1,3,1000,3,360
18,6,5,500,300,1500,1000,1,3,1000,3,453
1,2,1,500,300,1500,1000,1,1,1000,1,437
12,4,5,500,300,1500,1000,1,3,1000,3,610
16,6,1,500,300,1500,1000,1,3,1000,3,297
2,2,4,500,300,1500,1000,1,1,1000,1,375
8,1,4,500,300,1500,1000,1,1,1000,1,406
101,2,1,500,100,1500,1000,1,1,1000,0,0
10,4,1,500,300,1500,1000,1,3,1000,3,375
13,3,1,500,300,1500,1000,1,1,1000,1,422
17,6,4,500,300,1500,1000,1,3,1000,3,297
8,1,4,500,300,1500,1000,1,1,1000,1,344
15,3,5,500,300,1500,1000,1,1,1000,1,406
16,6,1,500,300,1500,1000,1,3,1000,3,266
1,2,1,500,300,1500,1000,1,1,1000,1,390
8,1,4,500,300,1500,1000,1,1,1000,1,328
6,5,5,500,300,1500,1000,1,3,1000,3,360
14,3,4,500,300,1500,1000,1,1,1000,1,390
6,5,5,500,300,1500,1000,1,3,1000,3,547
3,2,5,500,300,1500,1000,1,1,1000,1,391
4,5,1,500,300,1500,1000,1,3,1000,3,375
6,5,5,500,300,1500,1000,1,3,1000,3,328
10,4,1,500,300,1500,1000,1,3,1000,1,297
8,1,4,500,300,1500,1000,1,1,1000,1,453
8,1,4,500,300,1500,1000,1,1,1000,1,391
16,6,1,500,300,1500,1000,1,3,1000,3,328
15,3,5,500,300,1500,1000,1,1,1000,1,406
12,4,5,500,300,1500,1000,1,3,1000,3,375
13,3,1,500,300,1500,1000,1,1,1000,1,359
8,1,4,500,300,1500,1000,1,1,1000,1,313
