306.96,343.94,375.97,416.9,497.92
318.68,353.94,382.06,417.59,496.97
344.82,381.46,414.44,452.63,530.48
315.11,351.3,383.51,425.09,516.2
320.49,358.88,390.27,433.07,519.52
349.17,388.03,419.05,454.86,528.84
319.82,357.44,387.61,425.85,508.93
327,361.69,390.22,428.19,498.31
352.11,387.66,419.77,454.98,540.3
